Points:0,Points:1,Points:2
12.0424,0.445933,0.0602889
12.0423,0.449475,0.0767983
12.0425,0.447419,0.0658977
12.0428,0.448489,0.0707362
12.0437,0.435735,0.0400101
12.0431,0.449285,0.0747976
12.0432,0.449904,0.0784157
12.0447,0.428899,0.0295344
12.0439,0.448228,0.0683152
12.0442,0.445214,0.0570723
12.0442,0.447042,0.06306
12.0441,0.449127,0.0728353
12.0442,0.449828,0.0767175
12.0448,0.442139,0.0499126
12.0456,0.432833,0.0351028
12.0452,0.448927,0.0706194
12.0451,0.450261,0.0783422
12.0452,0.449694,0.0747989
12.0455,0.447951,0.065742
12.046,0.446554,0.0600822
12.0461,0.450183,0.0766408
12.0463,0.44954,0.0727738
12.0468,0.444219,0.0533587
12.047,0.438751,0.0435853
12.0467,0.448751,0.0682678
12.047,0.450618,0.0782687
12.0472,0.45008,0.0747857
12.0474,0.447678,0.0630863
12.0479,0.448375,0.0655552
12.0478,0.449447,0.0706666
12.048,0.44588,0.0568499
12.048,0.450539,0.0765657
12.0485,0.449981,0.0728354
12.0494,0.436221,0.0390807
12.0493,0.443375,0.0505755
12.0491,0.447683,0.0619026
12.0489,0.450975,0.0781953
12.0494,0.4505,0.0748148
12.0495,0.449378,0.0687176
12.0503,0.441532,0.0469711
12.05,0.450895,0.0764916
12.0501,0.448949,0.0661688
12.0504,0.446889,0.0584269
12.0517,0.429285,0.028123
12.0508,0.450446,0.0729306
12.0509,0.451332,0.0781218
12.0513,0.445376,0.0539785
12.0512,0.448451,0.0632529
12.0511,0.450102,0.0707716
12.052,0.433685,0.0345068
12.0515,0.450936,0.0749506
12.0525,0.43932,0.042815
12.0521,0.449795,0.0683279
12.052,0.451324,0.0767239
12.0524,0.447816,0.0601114
12.0528,0.45077,0.0726365
12.0532,0.443957,0.0502152
12.0528,0.451689,0.0780483
12.0531,0.449408,0.0656824
12.0538,0.446986,0.056796
12.0537,0.450525,0.0704409
12.0538,0.451622,0.0763806
12.0542,0.451343,0.0743686
12.0543,0.448947,0.0628175
12.055,0.437035,0.0386276
12.0547,0.45024,0.0680257
12.0547,0.452046,0.0779748
12.0553,0.442149,0.0463456
12.0552,0.451196,0.0723973
12.0556,0.44597,0.0533959
12.0559,0.448385,0.059785
12.0557,0.451971,0.0762844
12.0559,0.449891,0.0653885
12.0562,0.450973,0.0702245
12.0565,0.451777,0.0742843
12.0566,0.452403,0.0779014
12.0579,0.434497,0.0339996
12.0577,0.440155,0.0425074
12.0574,0.450706,0.0678046
12.0577,0.44461,0.0497808
12.0576,0.447651,0.0565737
12.0576,0.449505,0.0625531
12.0575,0.451616,0.0723227
12.0576,0.452324,0.0762036
12.0589,0.429672,0.026694
12.0586,0.451411,0.0701077
12.0585,0.45276,0.0778279
12.0586,0.452186,0.0742856
12.0589,0.450422,0.0652329
12.0594,0.449006,0.0595786
12.0596,0.44665,0.0531657
12.0596,0.452679,0.0761269
