ID,Points:0,Points:1
30.5753,0.0778066,0.0402311
30.5925,0.0773008,0.0398081
30.6097,0.0767969,0.0393847
30.6268,0.0762943,0.0389611
30.6439,0.0757927,0.0385372
30.661,0.0752916,0.0381131
30.678,0.0747906,0.0376887
30.6949,0.0742894,0.0372641
30.7118,0.0737874,0.0368393
30.7286,0.0732843,0.0364142
30.7454,0.0727798,0.035989
30.7622,0.0722734,0.0355635
30.7789,0.0717648,0.0351379
30.7955,0.0712537,0.0347121
30.8121,0.0707396,0.0342862
30.8287,0.0702224,0.0338602
30.8452,0.0697015,0.033434
30.8616,0.0691767,0.0330077
30.878,0.0686477,0.0325813
30.8944,0.0681141,0.0321549
30.9107,0.0675757,0.0317284
30.9269,0.0670323,0.031302
30.9431,0.0664834,0.0308755
30.9592,0.0659289,0.0304492
30.9753,0.0653685,0.0300228
30.9913,0.0648018,0.0295966
31.0073,0.0642287,0.0291704
31.0232,0.063649,0.0287444
31.0391,0.0630623,0.0283186
31.0549,0.0624686,0.027893
31.0706,0.0618676,0.0274676
31.0863,0.0612591,0.0270425
31.1019,0.0606428,0.0266177
31.1175,0.0600186,0.0261932
31.133,0.0593864,0.0257691
31.1484,0.058746,0.0253454
31.1638,0.0580972,0.0249221
31.1791,0.0574398,0.0244992
31.1944,0.0567739,0.0240769
31.2096,0.0560991,0.0236551
31.2247,0.0554155,0.0232339
31.2397,0.0547229,0.0228132
31.2547,0.0540211,0.0223932
31.2696,0.0533103,0.0219739
31.2845,0.0525902,0.0215554
31.2992,0.0518609,0.0211376
31.314,0.0511222,0.0207206
31.3286,0.0503741,0.0203045
31.3431,0.0496166,0.0198892
31.3576,0.0488497,0.0194749
31.372,0.0480734,0.0190615
31.3864,0.0472876,0.0186492
31.4006,0.0464925,0.0182379
31.4148,0.0456879,0.0178277
31.4289,0.0448739,0.0174186
31.4429,0.0440507,0.0170108
31.4569,0.0432183,0.0166042
31.4707,0.0423766,0.0161988
31.4845,0.0415257,0.0157947
31.4982,0.0406658,0.015392
31.5118,0.039797,0.0149907
31.5253,0.0389194,0.0145909
31.5387,0.038033,0.0141925
31.552,0.0371431,0.0137979
31.565,0.0362587,0.013411
31.5777,0.0353808,0.0130317
31.5901,0.0345094,0.01266
31.6022,0.0336451,0.0122959
31.6141,0.0327882,0.0119391
31.6257,0.0319389,0.0115897
31.637,0.0310977,0.0112474
31.6481,0.0302646,0.0109123
31.6589,0.0294402,0.0105841
31.6694,0.0286245,0.0102629
31.6797,0.0278179,0.00994842
31.6898,0.0270204,0.00964065
31.6996,0.0262325,0.00933949
31.7093,0.0254545,0.00904487
31.7186,0.0246871,0.00875667
31.7278,0.0239307,0.0084748
31.7367,0.0231858,0.00819918
31.7455,0.0224528,0.00792973
31.754,0.021732,0.00766634
31.7623,0.0210237,0.00740892
31.7705,0.0203281,0.00715736
31.7784,0.0196454,0.00691156
31.7861,0.0189756,0.00667143
31.7937,0.0183189,0.00643688
31.8011,0.0176754,0.00620778
31.8083,0.0170448,0.00598401
31.8153,0.0164274,0.0057655
31.8221,0.0158231,0.00555215
31.8288,0.0152317,0.00534383
31.8354,0.0146531,0.00514041
31.8417,0.0140873,0.00494182
31.8479,0.0135341,0.00474796
31.854,0.0129935,0.00455873
31.8599,0.0124651,0.00437403
31.8657,0.011949,0.00419375
31.8714,0.0114448,0.0040178
31.8769,0.0109524,0.00384607
31.8822,0.0104717,0.00367847
31.8875,0.0100023,0.00351492
31.8926,0.0095442,0.00335531
31.8976,0.00909708,0.00319955
31.9024,0.00866077,0.00304756
31.9072,0.00823505,0.00289924
31.9118,0.00781975,0.00275453
31.9164,0.0074146,0.00261332
31.9208,0.00701938,0.00247552
31.9251,0.00663391,0.00234106
31.9293,0.00625796,0.00220986
31.9334,0.00589134,0.00208185
31.9374,0.00553387,0.00195696
31.9413,0.00518527,0.00183509
31.9451,0.00484538,0.00171617
31.9488,0.00451398,0.00160015
31.9525,0.0041909,0.00148694
31.956,0.0038759,0.00137647
31.9595,0.00356883,0.0012687
31.9628,0.00326948,0.00116353
31.9661,0.00297767,0.00106093
31.9693,0.0026932,0.000960807
31.9725,0.0024159,0.000863115
31.9755,0.00214557,0.000767783
31.9785,0.00188206,0.000674764
31.9815,0.0016252,0.000584
31.9843,0.00137485,0.000495445
31.9871,0.00113082,0.000409037
31.9898,0.000892931,0.000324714
31.9924,0.000661055,0.000242435
31.995,0.000435022,0.000162144
31.9975,0.000214715,8.38022E-05
32,0,0
